|TABLE_NAME                         |CONSTRAINT_NAME                       |CONSTRAINT_TYPE|STATUS  |VALIDATED    |COLUMN_NAME                           |POSITION|
|LOGMNRC_CONCOL_GG                  |SYS_C003055                           |C              |ENABLED |VALIDATED    |LOGMNR_UID                            |        |
|LOGMNRC_CONCOL_GG                  |SYS_C003056                           |C              |ENABLED |VALIDATED    |CON#                                  |        |
|LOGMNRC_CONCOL_GG                  |SYS_C003058                           |C              |ENABLED |VALIDATED    |COMMIT_SCN                            |        |
|LOGMNRC_CONCOL_GG                  |SYS_C003060                           |C              |ENABLED |VALIDATED    |INTCOL#                               |        |
|LOGMNRC_CONCOL_GG                  |LOGMNRC_CONCOL_GG_PK                  |P              |ENABLED |VALIDATED    |LOGMNR_UID                            |1       |
|LOGMNRC_CONCOL_GG                  |LOGMNRC_CONCOL_GG_PK                  |P              |ENABLED |VALIDATED    |CON#                                  |2       |
|LOGMNRC_CONCOL_GG                  |LOGMNRC_CONCOL_GG_PK                  |P              |ENABLED |VALIDATED    |COMMIT_SCN                            |3       |
|LOGMNRC_CONCOL_GG                  |LOGMNRC_CONCOL_GG_PK                  |P              |ENABLED |VALIDATED    |INTCOL#                               |4       |
|LOGMNRC_CON_GG                     |SYS_C003015                           |C              |ENABLED |VALIDATED    |LOGMNR_UID                            |        |
|LOGMNRC_CON_GG                     |SYS_C003016                           |C              |ENABLED |VALIDATED    |CON#                                  |        |
|LOGMNRC_CON_GG                     |SYS_C003017                           |C              |ENABLED |VALIDATED    |NAME                                  |        |
|LOGMNRC_CON_GG                     |SYS_C003018                           |C              |ENABLED |VALIDATED    |COMMIT_SCN                            |        |
